time,x,y,theta,cov_xx,cov_xy,cov_yy,cov_thetatheta
1763115421.8622484,-2.4509574189791157,6.389500380334371,-1.3148554831877461,0.027339908340257263,0.0030980243545941726,0.02160802742046709,0.0
1763115421.9120414,-3.459139202328286,10.241677981030328,-0.00099644323521478,0.060965464331148606,0.011289937969475567,0.023547579900736474,0.0
1763115421.962798,-3.444094832933955,10.241780087518746,0.04374367606921819,0.059177912377707455,0.01068399449662486,0.02330703908976193,0.0
1763115422.0122342,-3.4442305821457015,10.241820802061733,0.0437867890484873,0.057696596455102986,0.010327067143885397,0.023168627452352552,0.0
1763115422.0626395,-3.4294395029580578,10.242676380886728,0.08241332410207221,0.05637686789398719,0.00989687898762383,0.02298698403619632,0.0
1763115422.112287,-3.4293940300614,10.242623514978327,0.08239820934700438,0.055864903818137066,0.009770891079495629,0.022903828166700373,0.0
1763115422.1624851,-3.4149587573463074,10.24401688765177,0.12306830721932566,0.05539818591887496,0.009552526636721128,0.022776182535049535,0.0
1763115422.2122757,-3.414938829796913,10.243952234741673,0.12306266435117842,0.05514731571189381,0.009490504615852309,0.022709043794628802,0.0
1763115422.2620468,-3.40772994453007,10.24490619555438,0.14540760420634632,0.0541980153567309,0.009224886322061445,0.022586040763622667,0.0
1763115422.3122902,-3.3645295602266683,10.251207699424336,0.2694366269193009,0.05322709101674944,0.008782090175887719,0.02239156813896363,0.0
1763115422.3621843,-3.3573089887293803,10.253132769264335,0.2898020112395893,0.05246250183361942,0.008624697643200471,0.02230935257416774,0.0
1763115422.4121082,-3.3506924583329813,10.255059222974221,0.31017304234039117,0.051693912698818116,0.008478988811510928,0.02223255386913536,0.0
1763115422.4627786,-3.309759984300391,10.268828910512024,0.4282487772677923,0.05169543093621681,0.008334532206660833,0.02213233525919225,0.0
1763115422.51209,-3.3098006450920314,10.268894346275934,0.42823850635150773,0.05149489920532568,0.008348567928262413,0.02209799888921464,0.0
1763115422.5622447,-3.3034457315932513,10.271765528549357,0.44851097594286476,0.051342397728082266,0.00834520153044538,0.022057100538164925,0.0
1763115422.6123722,-3.2908137215673157,10.278063517984776,0.49121715790883475,0.051149529765042674,0.008320086695810245,0.022011625709681456,0.0
1763115422.6623735,-3.265054200962805,10.291816487613593,0.5745854592723061,0.05064581203435297,0.008138076588550201,0.02192591418065359,0.0
1763115422.712429,-3.259250880403381,10.295609227174001,0.5949108500231333,0.05013431861974571,0.008042918197683178,0.02187228797246283,0.0
1763115422.7623672,-3.2529260532354045,10.299753820662978,0.6152372966353566,0.049683926872294885,0.007964089364698123,0.02182455722160381,0.0
1763115422.812232,-3.2529394716367572,10.299754477839217,0.6152907220147221,0.049585364934741846,0.00800915098834726,0.02180116048474638,0.0
1763115422.8622375,-3.247092127455206,10.303924314759259,0.6336405623924843,0.04951334861346323,0.008041934331338606,0.021776844412094383,0.0
1763115422.9123697,-3.2410058517940525,10.308339658947094,0.6539259313499827,0.049414676640018994,0.008075329094700507,0.021754546509527004,0.0
1763115422.9622931,-3.235223600668537,10.312705287340256,0.6762149095076556,0.049254299137803145,0.008107779176136701,0.021735035180903254,0.0
1763115423.0122015,-3.196408020339807,10.343898342137987,0.816633025122252,0.04918413497486342,0.008080976970366954,0.02170093747147702,0.0
1763115423.012846,-3.1913791029727148,10.349126533085427,0.834942225878344,0.049020254222156674,0.00807294857953751,0.02167649420651231,0.0
1763115423.06201,-3.191427366302526,10.349142312635896,0.834892606969463,0.04883175270022147,0.008117445861043928,0.02166549447426452,0.0
1763115423.062405,-3.186888495223882,10.354278545244261,0.8552529982729343,0.048666853832180654,0.008110399545756281,0.021641867492257487,0.0
1763115423.1121614,-3.1869881095533876,10.354291774542009,0.8552613827905616,0.048481865562612275,0.008107992883555975,0.021618111538135358,0.0
1763115423.1621873,-3.1822722777961063,10.359729250963614,0.8777361401298431,0.04834413603033262,0.008143671710130904,0.021608422957689177,0.0
1763115423.212118,-3.140651692497301,10.410034675956839,1.0629708958766226,0.04830001392926906,0.008116547421196132,0.021583879450778522,0.0
1763115423.2622874,-3.137042735620392,10.416312649849727,1.081236752981633,0.04810090353402925,0.008142752774695939,0.021580280830461093,0.0
1763115423.312143,-3.1335823905887845,10.422677556211303,1.1036538484411529,0.04793738162835491,0.00815021309713941,0.021571319324032816,0.0
1763115423.3621724,-3.1207204668354627,10.447869636838696,1.1809773400559496,0.04781898766196311,0.008141001252860923,0.021557895269963934,0.0
1763115423.412232,-3.11555126797073,10.460952644112142,1.2196063806106645,0.047653830089252676,0.008139193676766758,0.02155366992574641,0.0
1763115423.4621985,-3.1155284274972463,10.460935076785994,1.2196176462163175,0.047412380939052874,0.008114253737996771,0.021535764067800882,0.0
1763115423.5124648,-3.0964271425327503,10.51558703373573,1.3763109085279266,0.04734516325142094,0.008056949164925565,0.021518144068657666,0.0
1763115423.5620637,-3.0963335096608837,10.515590230348717,1.376307183412816,0.047096065157529475,0.008025352353397337,0.021501057845599744,0.0
1763115423.6122122,-3.094798252602964,10.522935150687427,1.3966555391734536,0.046874453479545,0.007991824145371118,0.021488395815456737,0.0
1763115423.6622822,-3.0934486670302004,10.53004809643165,1.4190506413174506,0.04665677845535008,0.007963083520836875,0.021476738785782087,0.0
1763115423.7120063,-3.083587596704181,10.593821950363504,1.602187463375555,0.04664527114015511,0.007915359388710356,0.021458326788389794,0.0
1763115423.7622755,-3.0836687116162014,10.601052709502268,1.6205127581105079,0.046404695024029295,0.007875803384575924,0.021443211168054796,0.0
1763115423.812318,-3.084036577987344,10.608532610660694,1.6408671683738558,0.04615218438914894,0.007839954041539303,0.02142910949723245,0.0
1763115423.8620584,-3.084387723723294,10.615436290739947,1.6610903691740302,0.045795149846119654,0.007809923932633078,0.021419672637357272,0.0
1763115423.9123518,-3.0894910196088374,10.673123971467344,1.8259710766898023,0.045645387171026716,0.007781276522057816,0.021405838309872346,0.0
1763115423.9623175,-3.091250557882469,10.680120961178398,1.8484365442623765,0.04529560666097692,0.007722960649789894,0.021389973979696504,0.0
1763115423.9629803,-3.0933445403048365,10.687302681937723,1.8688107323901932,0.045061676458508726,0.007640900871351529,0.021357550420755017,0.0
