time_pose,x_pose,y_pose,theta_pose,cov_xx,cov_xy,cov_yy,cov_thetatheta,time_odom,x_odom,y_odom,theta_odom
1763368774.955674,0.0,0.004999992187512207,0.0,0.00022499683598198317,0.0,2.4999960938743016e-05,0.0,1763368774.9542909,0.0,0.0,0.0
1763368775.0050235,0.001451406583310984,0.007497111301772054,-0.0037257815933240722,0.00011310657751905134,-2.0534762835432865e-07,1.2540230428158061e-05,0.0,1763368775.004296,0.002814343418840858,0.0,-0.003350408831953449
1763368775.0549407,0.00098620011538335,0.008331576806188477,-0.0033991242871140976,7.535067500754701e-05,-2.1010897382309863e-07,8.362209041747187e-06,0.0,1763368775.054289,0.005628671041857259,-9.429183405804618e-06,0.0
1763368775.1049316,0.002820454709649937,0.008743145981958403,-0.0002066358268808969,5.783622879204734e-05,-2.333147587534437e-07,6.3768282803169e-06,0.0,1763368775.104307,0.008443014460698114,-9.429183405804618e-06,-0.003350408831953492
1763368775.1548848,0.004459971871603728,0.008992070304969606,-0.003955206101295694,4.757381378098281e-05,-3.409236067276108e-07,5.301399306076348e-06,0.0,1763368775.1542957,0.011069720242180087,-1.82297545845557e-05,-0.003350408831953492
1763368775.2061515,0.008205990697116621,0.008277072270687873,-0.005378703992110675,4.249246802741084e-05,-6.044892376379681e-07,5.144229051083657e-06,0.0,1763368775.2042851,0.014071669706730912,-2.828755021741408e-05,-0.003350408831953407
1763368775.2557335,0.048658678942913175,0.006580727585233921,-0.03098648108762495,3.733923963989884e-05,-1.1446489768171592e-06,1.0972006797153355e-05,0.0,1763368775.2542906,0.05309701274589166,-0.00015903889344456973,-0.003350408831953531
1763368775.3048747,0.0495964699365654,0.006131188215959562,-0.03855368447019634,3.2060745906456895e-05,-1.0101295525285629e-06,7.170585669812077e-06,0.0,1763368775.3042862,0.05591134036890807,-0.0001684680768503746,-0.006700817663906894
1763368775.354949,0.05278043015222315,0.0057922522335169474,-0.04558213218213372,2.9839853493679767e-05,-1.0848713514190424e-06,5.8574895554028435e-06,0.0,1763368775.354292,0.058725620604628395,-0.00018732633781724223,-0.0033504088319535304
1763368775.4065433,0.05814529716130143,0.0054074582348196095,-0.04436086084449758,2.9894800600962467e-05,-1.2772472233310234e-06,5.653886359122427e-06,0.0,1763368775.4043877,0.06172757006917923,-0.00019738413345010073,-0.0033504088319535304
1763368775.4551716,0.057804520168081575,0.005323767966874849,-0.04578730191752982,2.6411552152082697e-05,-1.1747748751700143e-06,4.7105391899011454e-06,0.0,1763368775.4543111,0.06435427585066121,-0.00020618470462885195,-0.0033504088319535304
1763368775.5060756,0.05984241532161708,0.005155356758989396,-0.046824891674139724,2.5483780762576458e-05,-1.2255634657145889e-06,4.443980129623466e-06,0.0,1763368775.504288,0.0671686034736776,-0.00021561388803465677,3.903127820947816e-18
1763368775.556354,0.061839981901913504,0.005004466290147567,-0.04430248201576152,2.4749388079095182e-05,-1.2688396963680608e-06,4.364805887347107e-06,0.0,1763368775.5542984,0.07017056978710784,-0.00021561388803465677,-1.6647149928391716e-16
1763368776.3050864,0.16207281838529297,0.031502012528785976,0.6238662448293006,3.8562181826438604e-05,1.0850471856756988e-05,3.9298562861483485e-05,0.0,1763368775.604288,0.10638178844286018,-0.00021561388803466278,0.27808393305213214
1763368776.3556025,0.16088080538878885,0.03152637942113248,0.6093075523598692,3.034608140688428e-05,1.1381115275898976e-05,2.741085259987402e-05,0.0,1763368775.656287,0.10782510861444623,0.00019642654570373324,0.3048872037077594
1763368776.4051762,0.16061484651964003,0.0315223546182807,0.5929929859433147,2.6494552698655957e-05,1.0600024998666731e-05,2.1404406770945364e-05,0.0,1763368775.7042944,0.1097937772972194,0.0008159651134575385,0.32163924786752623
1763368776.455038,0.15898379794864193,0.030535416892133883,0.5829579726552444,2.297955396594735e-05,9.397224480942632e-06,1.659755568991566e-05,0.0,1763368775.7542915,0.11228579562766053,0.0016463297040256305,0.3283400655314333
1763368776.50538,0.16140557690514934,0.033543254764684484,0.5772105675850848,2.3617859081093417e-05,9.137607007072903e-06,1.5846701077146888e-05,0.0,1763368775.804297,0.11477219393122959,0.002493374088065053,0.33504088319534003
1763368776.5552495,0.16272867337689084,0.03466917481918824,0.5790946996211402,1.995222612688255e-05,9.336437209322918e-06,1.230423480954683e-05,0.0,1763368775.8542776,0.11743005104064087,0.00341875210008216,0.3383912920272934
1763368776.6049776,0.18257429897055139,0.04814079346719223,0.5970939242965712,2.03101131741484e-05,7.034995666051086e-06,1.5638155666645347e-05,0.0,1763368775.9042835,0.1200847928436611,0.004353029809582787,0.34174170085924693
1763368776.6561556,0.18356461253386672,0.04929778074218437,0.6447840035650234,2.0162270967695043e-05,8.418570281504923e-06,1.5571626875163856e-05,0.0,1763368775.9542928,0.12273638954020602,0.005296196729085847,0.34509210969120013
1763368776.9057417,0.2435695129810486,0.09838852121706722,0.9043008139512486,2.0019142687340885e-05,9.601037222155112e-06,2.5318275823741868e-05,0.0,1763368776.0042894,0.12538481136549592,0.006248242271326835,0.3484425185231535
1763368776.9582558,0.24741299087949,0.1016488711630421,0.9264945732751975,1.6389267575884696e-05,1.0797514078078802e-05,2.1428488238506596e-05,0.0,1763368776.0542872,0.12803002859038973,0.007209155749376666,0.34509210969120013
1763368777.0049765,0.24950566054641504,0.10353352345225716,0.9292259190436405,1.3822770799819943e-05,9.984589654972183e-06,1.8368569258313564e-05,0.0,1763368776.1042964,0.13067845041567963,0.008161201291617655,0.3484425185231535
