time_pose,x_pose,y_pose,theta_pose,cov_xx,cov_xy,cov_yy,cov_thetatheta,time_odom,x_odom,y_odom,theta_odom
1763623621.4800699,0.0,0.0,0.0,1.6e-05,0.0,1.6e-05,0.0,1763623621.4792895,0.0,0.0,0.0
1763623621.529791,0.0,0.0,0.0,1.831125e-05,0.0,1.6e-05,0.0,1763623621.5292718,0.0,0.0,0.0
1763623621.579847,0.0,0.0,0.0,2.0622499999999998e-05,0.0,1.6e-05,0.0,1763623621.5793157,0.0,0.0,0.0
1763623621.6297708,0.0,0.0,0.0,2.2933749999999997e-05,0.0,1.6e-05,0.0,1763623621.6293147,0.0,0.0,0.0
1763623621.6798172,0.0,0.0,0.0,2.5244999999999996e-05,0.0,1.6e-05,0.0,1763623621.6793292,0.0,0.0,0.0
1763623621.7299643,0.0,0.0,0.0,2.7556249999999996e-05,0.0,1.6e-05,0.0,1763623621.7295063,0.0,0.0,0.0
1763623621.7797964,0.0,0.0,0.0,2.9867499999999995e-05,0.0,1.6e-05,0.0,1763623621.7793264,0.0,0.0,0.0
1763623621.82976,0.0,0.0,0.0,3.2178749999999994e-05,0.0,1.6e-05,0.0,1763623621.8293197,0.0,0.0,0.0
1763623621.8797615,0.0,0.0,0.0,3.449e-05,0.0,1.6e-05,0.0,1763623621.8793259,0.0,0.0,0.0
1763623621.9298217,0.0,0.0,0.0,3.680125e-05,0.0,1.6e-05,0.0,1763623621.9293137,0.0,0.0,0.0
1763623621.9798343,0.0,0.0,0.0,3.91125e-05,0.0,1.6e-05,0.0,1763623621.9793246,0.0,0.0,0.0
1763623622.0298152,0.0,0.0,0.0,4.1423750000000005e-05,0.0,1.6e-05,0.0,1763623622.029327,0.0,0.0,0.0
1763623622.0799372,0.0,0.0,0.0,4.373500000000001e-05,0.0,1.6e-05,0.0,1763623622.0792954,0.0,0.0,0.0
1763623622.1297991,0.0,0.0,0.0,4.604625000000001e-05,0.0,1.6e-05,0.0,1763623622.129269,0.0,0.0,0.0
1763623622.1798246,0.0,0.0,0.0,4.835750000000001e-05,0.0,1.6e-05,0.0,1763623622.1793158,0.0,0.0,0.0
1763623622.2298586,0.0,0.0,0.0,5.0668750000000015e-05,0.0,1.6e-05,0.0,1763623622.229425,0.0,0.0,0.0
1763623622.2798972,0.0,0.0,0.0,5.298000000000002e-05,0.0,1.6e-05,0.0,1763623622.2793255,0.0,0.0,0.0
1763623622.329809,0.0,0.0,0.0,5.529125000000002e-05,0.0,1.6e-05,0.0,1763623622.3293254,0.0,0.0,0.0
1763623622.3798351,0.0,0.0,0.0,5.760250000000002e-05,0.0,1.6e-05,0.0,1763623622.3793252,0.0,0.0,0.0
1763623622.4297566,0.0,0.0,0.0,5.9913750000000026e-05,0.0,1.6e-05,0.0,1763623622.429276,0.0,0.0,0.0
1763623622.4798312,0.0,0.0,0.0,6.222500000000002e-05,0.0,1.6e-05,0.0,1763623622.479323,0.0,0.0,0.0
1763623622.529894,0.0,0.0,0.0,6.453625000000002e-05,0.0,1.6e-05,0.0,1763623622.5293257,0.0,0.0,0.0
1763623622.5797725,0.0,0.0,0.0,6.684750000000003e-05,0.0,1.6e-05,0.0,1763623622.5793295,0.0,0.0,0.0
1763623622.6298163,0.0,0.0,0.0,6.915875000000003e-05,0.0,1.6e-05,0.0,1763623622.6293135,0.0,0.0,0.0
1763623622.67985,0.0,0.0,0.0,7.147000000000003e-05,0.0,1.6e-05,0.0,1763623622.6793149,0.0,0.0,0.0
1763623622.7298162,0.0,0.0,0.0,7.378125000000003e-05,0.0,1.6e-05,0.0,1763623622.7293227,0.0,0.0,0.0
1763623622.7801464,0.0,0.0,0.0,7.609250000000004e-05,0.0,1.6e-05,0.0,1763623622.7793248,0.0,0.0,0.0
1763623622.8298001,0.0,0.0,0.0,7.840375000000004e-05,0.0,1.6e-05,0.0,1763623622.829327,0.0,0.0,0.0
1763623622.8797104,0.0,0.0,0.0,8.071500000000004e-05,0.0,1.6e-05,0.0,1763623622.8793247,0.0,0.0,0.0
1763623622.929727,0.0,0.0,0.0,8.302625000000005e-05,0.0,1.6e-05,0.0,1763623622.9293234,0.0,0.0,0.0
1763623622.9797943,0.0,0.0,0.0,8.533750000000005e-05,0.0,1.6e-05,0.0,1763623622.9793167,0.0,0.0,0.0
1763623623.0297015,0.0,0.0,0.0,8.764875000000005e-05,0.0,1.6e-05,0.0,1763623623.0293195,0.0,0.0,0.0
1763623623.0797224,0.0,0.0,0.0,8.996000000000005e-05,0.0,1.6e-05,0.0,1763623623.0792983,0.0,0.0,0.0
1763623623.1296527,0.0,0.0,0.0,9.227125000000006e-05,0.0,1.6e-05,0.0,1763623623.1292956,0.0,0.0,0.0
1763623623.179675,0.0,0.0,0.0,9.458250000000006e-05,0.0,1.6e-05,0.0,1763623623.1793244,0.0,0.0,0.0
1763623623.229714,0.0,0.0,0.0,9.689375000000006e-05,0.0,1.6e-05,0.0,1763623623.2293115,0.0,0.0,0.0
1763623623.2796812,0.0,0.0,0.0,9.920500000000006e-05,0.0,1.6e-05,0.0,1763623623.2793198,0.0,0.0,0.0
1763623623.329692,0.0,0.0,0.0,0.00010151625000000007,0.0,1.6e-05,0.0,1763623623.329322,0.0,0.0,0.0
1763623623.3796833,0.0,0.0,0.0,0.00010382750000000007,0.0,1.6e-05,0.0,1763623623.3793218,0.0,0.0,0.0
1763623623.4297502,0.0,0.0,0.0,0.00010613875000000007,0.0,1.6e-05,0.0,1763623623.4294124,0.0,0.0,0.0
1763623623.4797876,0.0,0.0,0.0,0.00010845000000000007,0.0,1.6e-05,0.0,1763623623.4793224,0.0,0.0,0.0
1763623623.5297878,0.0,0.0,0.0,0.00011076125000000008,0.0,1.6e-05,0.0,1763623623.5293295,0.0,0.0,0.0
1763623623.5797513,0.0,0.0,0.0,0.00011307250000000008,0.0,1.6e-05,0.0,1763623623.5793111,0.0,0.0,0.0
1763623623.6298013,0.0,0.0,0.0,0.00011538375000000008,0.0,1.6e-05,0.0,1763623623.6293316,0.0,0.0,0.0
