time,x,y,theta,cov_xx,cov_xy,cov_yy,cov_thetatheta
1763367424.9456306,0.0,0.01499997656253662,0.0,0.00022499683598198317,0.0,2.4999960938743016e-05,0.0
1763367424.9955773,0.0,0.014999988281259155,0.0,0.00011277259056413196,0.0,1.2499990234678123e-05,0.0
1763367425.0461843,0.001884319525809744,0.013334562888419816,0.003240874748649326,7.652613324868282e-05,-6.543657495890579e-08,8.372686420718277e-06,0.0
1763367425.0987134,0.005541492477167315,0.012503531584281465,0.0027327682927866343,5.9998932427774115e-05,-3.983225471917329e-07,6.626171429404317e-06,0.0
1763367425.1466327,0.006567034409262901,0.011990789200473917,-0.0019221202601479854,4.912300097779935e-05,-6.30840522252753e-07,5.659442206872098e-06,0.0
1763367425.195391,0.005402767957033168,0.012505914587631263,-0.0007577060405720579,4.060355037981994e-05,-6.457525649899046e-07,4.756933850464755e-06,0.0
1763367425.2454004,0.007068668718904007,0.012876161568032023,-0.0003062774594642329,3.6321764836261775e-05,-8.760160956196099e-07,4.536047875062464e-06,0.0
1763367425.2954378,0.047189271783410154,0.01392285233582716,0.01913986013286494,3.28322925772946e-05,-1.7805704994332002e-06,1.0610087690636499e-05,0.0
1763367425.3468008,0.05055563481063023,0.014289992123566719,0.028276379462671537,3.035130535202844e-05,-1.0567754919482e-06,7.549174516974978e-06,0.0
1763367425.3953385,0.05349279112332892,0.014523146787359565,0.02757562893482914,2.8536468443216372e-05,-7.192798581206276e-07,6.130138588528451e-06,0.0
1763367425.447232,0.05850966472086124,0.014764621233467867,0.034585290837794554,2.8938204885321335e-05,-5.526324445154777e-07,5.878071949354446e-06,0.0
1763367425.4953914,0.05804340446594535,0.014812678237174779,0.03469042015100921,2.569471793217314e-05,-4.241194714269063e-07,4.877639953890412e-06,0.0
1763367425.5457497,0.06016057536587745,0.014925100608950647,0.03047063966260719,2.4993124106509333e-05,-4.07118744591997e-07,4.633938786441629e-06,0.0
1763367425.5957448,0.10312095907714006,0.01564069119748686,0.019763915883279276,2.616177912424755e-05,-9.126905313909263e-07,1.098608805127008e-05,0.0
1763367425.64537,0.1038307609040352,0.015433141432824801,0.01679062556149447,2.3448016313282156e-05,-5.488978109834995e-07,7.17513405753518e-06,0.0
1763367425.695384,0.10680853427891308,0.015361735420631994,0.015284507392985354,2.3148063191691723e-05,-4.1851806598590404e-07,5.772977379853622e-06,0.0
1763367425.7454133,0.10981743057130088,0.01532527796966396,0.014076893179598614,2.2919632679872527e-05,-3.760346563345541e-07,5.024310952020926e-06,0.0
1763367425.7953708,0.11236146470173325,0.015296969475757247,0.009401789416828435,2.275088535169902e-05,-3.8939464673217855e-07,4.5523260867917475e-06,0.0
1763367425.848642,0.11729079864261462,0.015285438350857201,0.010181672785800388,2.4490534117437346e-05,-5.142540938306986e-07,4.781096548340989e-06,0.0
1763367425.896687,0.11904493155356784,0.015235104729707672,0.003752977012906622,2.4056779515560968e-05,-6.341657273701072e-07,4.713043714364011e-06,0.0
1763367425.945621,0.15981118757858243,0.01522626097236965,0.0016346366200128417,2.3579475190707664e-05,-1.1824074104963601e-06,1.1076274560942709e-05,0.0
1763367425.995477,0.16030314943132434,0.015171055296416297,0.0010974915236726707,2.1358121080765827e-05,-8.410295721444077e-07,7.31165384711178e-06,0.0
1763367426.0455484,0.16312824006296311,0.015136374640714318,0.0007305451940428462,2.1447004042443216e-05,-7.208148720052312e-07,5.914572143066858e-06,0.0
1763367426.0954564,0.16585191845941447,0.015108839539369633,0.0035214151235473832,2.1526817417324285e-05,-6.600583359702763e-07,5.140417502848408e-06,0.0
1763367426.1453788,0.16814815865645702,0.015091596462699884,0.002600687895139087,2.1604363500315482e-05,-6.387645024657891e-07,4.6466629254996495e-06,0.0
1763367426.1955347,0.17056764595839807,0.015071515735741373,0.0011195308724980132,2.1680987770021436e-05,-6.688320025204393e-07,4.4132931892946196e-06,0.0
1763367426.2465105,0.17242017945358412,0.015044156100662879,-0.0009149419864634798,2.1758124594017484e-05,-7.272913290958492e-07,4.276903157002137e-06,0.0
