time,x_odom,y_odom,theta_odom
1763369300.2677712,0.0,0.0,0.0
1763369300.317766,0.002814343418840853,0.0,-0.0033504088319535343
1763369300.3677907,0.005441049200322835,-8.800571178751225e-06,-0.0033504088319531934
1763369300.4177701,0.008255376823339213,-1.8229754584555045e-05,0.0
1763369300.4677887,0.03714930259010537,-1.8229754584555045e-05,0.11391390028641532
1763369300.5177593,0.03845415073417261,0.00013105687929547462,0.13736676211008902
1763369300.5678277,0.039755139159645965,0.0003109020763829481,0.16081962393376342
1763369300.617772,0.04105155230790852,0.0005212069197482736,0.18427248575743713
1763369300.667767,0.042527123540925825,0.000796234142099539,0.21107575641306403
1763369300.7177699,0.0438113352125,0.001071398748696447,0.23452861823673773
1763369300.7677653,0.04527122744113668,0.0014202040203148292,0.2613318888923653
1763369300.8192842,0.046721247293981784,0.001808009207357897,0.2881351595479922
1763369300.867765,0.04798046488905782,0.0021812199070730507,0.31158802137166586
1763369300.9177852,0.0840553345706527,0.013800191044036294,0.365194562682921
1763369300.9677725,0.08668408412714071,0.014805280417394125,0.3685449715148742
1763369301.0177672,0.08843432902601873,0.015481207818348983,0.3819466068426877
1763369301.0677712,0.09000125554407507,0.016110597747974548,0.3986986510024547
1763369301.1177614,0.09121160499858764,0.016620469669237203,0.4221515128261284
1763369301.1677659,0.09240966474050263,0.01715858492913388,0.4456043746498028
1763369301.218275,0.09376407740640186,0.017805513647923047,0.47240764530542967
1763369301.267764,0.09493359230032694,0.018403134004854074,0.4958605071291034
1763369301.322281,0.09625379646922154,0.01911728482168185,0.5226637777847303
1763369301.367766,0.13315805712928816,0.040377987252851355,1.0017722407540668
1763369301.4177647,0.13437117461173687,0.042274690829177376,1.0151738760818798
1763369301.4677598,0.1352618673930126,0.04370928372121524,1.0319259202416478
1763369301.519145,0.1364172494820072,0.045641699491980166,1.0453275555694612
1763369301.5677648,0.13754663106077838,0.04758942527663339,1.0520283732333675
1763369301.6177726,0.13838385978530557,0.04905586261226312,1.075481235057042
1763369301.667765,0.1390972904362737,0.0503764560936198,1.1022845057126696
