time_pose,x_pose,y_pose,theta_pose,cov_xx,cov_xy,cov_yy,cov_thetatheta,time_odom,x_odom,y_odom,theta_odom
1763373153.1116257,0.0,0.0,0.0,16.0,0.0,16.0,0.0,1763373153.1092198,0.0,0.0,0.0
1763373153.159651,0.0,0.0,0.0,16.00000231125,0.0,16.0,0.0,1763373153.159218,0.0,0.0,0.0
1763373153.209615,0.0,0.0,0.0,16.0000046225,0.0,16.0,0.0,1763373153.2092216,0.0,0.0,0.0
1763373153.2596638,0.0,0.0,0.0,16.00000693375,0.0,16.0,0.0,1763373153.2592244,0.0,0.0,0.0
1763373153.3096888,0.0,0.0,0.0,16.000009245,0.0,16.0,0.0,1763373153.309227,0.0,0.0,0.0
1763373153.3598073,0.0,0.0,0.0,16.00001155625,0.0,16.0,0.0,1763373153.3592317,0.0,0.0,0.0
1763373153.4105563,0.0,0.0,0.0,16.0000138675,0.0,16.0,0.0,1763373153.4099696,0.0,0.0,0.0
1763373153.4597766,0.0,0.0,0.0,16.000016178750002,0.0,16.0,0.0,1763373153.4592454,0.0,0.0,0.0
1763373153.510734,0.0,0.0,0.0,16.000018490000002,0.0,16.0,0.0,1763373153.510097,0.0,0.0,0.0
1763373153.5598412,0.0,0.0,0.0,16.000020801250002,0.0,16.0,0.0,1763373153.5592258,0.0,0.0,0.0
1763373153.6107082,0.0,0.0,0.0,16.000023112500003,0.0,16.0,0.0,1763373153.6092255,0.0,0.0,0.0
1763373153.6597357,0.0,0.0,0.0,16.000025423750003,0.0,16.0,0.0,1763373153.6592293,0.0,0.0,0.0
1763373153.7098072,0.0,0.0,0.0,16.000027735000003,0.0,16.0,0.0,1763373153.7092373,0.0,0.0,0.0
1763373153.759789,0.0,0.0,0.0,16.000030046250004,0.0,16.0,0.0,1763373153.7592275,0.0,0.0,0.0
1763373153.809742,0.0,0.0,0.0,16.000032357500004,0.0,16.0,0.0,1763373153.8092217,0.0,0.0,0.0
1763373153.8606184,0.0,0.0,0.0,16.000034668750004,0.0,16.0,0.0,1763373153.8592331,0.0,0.0,0.0
1763373153.9098153,0.0,0.0,0.0,16.000036980000004,0.0,16.0,0.0,1763373153.909247,0.0,0.0,0.0
1763373153.9600148,0.0,0.0,0.0,16.000039291250005,0.0,16.0,0.0,1763373153.9592288,0.0,0.0,0.0
1763373154.0098345,0.0,0.0,0.0,16.000041602500005,0.0,16.0,0.0,1763373154.009231,0.0,0.0,0.0
1763373154.0597236,0.0,0.0,0.0,16.000043913750005,0.0,16.0,0.0,1763373154.0592253,0.0,0.0,0.0
1763373154.1108563,0.0,0.0,0.0,16.000046225000006,0.0,16.0,0.0,1763373154.1102848,0.0,0.0,0.0
1763373154.1596823,0.0,0.0,0.0,16.000048536250006,0.0,16.0,0.0,1763373154.159235,0.0,0.0,0.0
1763373154.2114992,0.0,0.0,0.0,16.000050847500006,0.0,16.0,0.0,1763373154.2092228,0.0,0.0,0.0
1763373154.2596505,0.0,0.0,0.0,16.000053158750006,0.0,16.0,0.0,1763373154.2592282,0.0,0.0,0.0
1763373154.3096857,0.086,0.0,0.0,16.000055470000007,0.0,16.000161404180226,0.0,1763373154.3092122,0.086,0.0,0.0
1763373154.3597112,0.003752457891787797,0.0,0.0,16.000057781250007,0.0,16.000005292882687,0.0,1763373154.3592272,0.003752457891787797,0.0,0.0
1763373154.4105706,0.005253441048502921,0.0,0.0,16.000060092500007,0.0,16.000005409232788,0.0,1763373154.4092238,0.005253441048502921,0.0,0.0
1763373154.4596562,0.005628686837681701,0.0,0.0,16.000062403750007,0.0,16.0000054548264,0.0,1763373154.459228,0.005628686837681701,0.0,0.0
1763373154.5096202,0.005628686837681701,0.0,0.0,16.000064715000008,0.0,16.0000054548264,0.0,1763373154.5092301,0.005628686837681701,0.0,0.0
1763373154.5596778,0.005628686837681701,0.0,0.0,16.000067026250008,0.0,16.0000054548264,0.0,1763373154.5592518,0.005628686837681701,0.0,0.0
1763373154.6117353,0.005628686837681701,0.0,0.0,16.00006933750001,0.0,16.0000054548264,0.0,1763373154.6112893,0.005628686837681701,0.0,0.0
1763373154.662692,0.005816309732271091,0.0,0.0033504088319534046,16.00007164875001,0.0,16.000005480265166,0.0,1763373154.6592298,0.005816309732271091,0.0,0.003350408831953405
1763373154.709624,0.006754418939943225,3.1430611352681636e-06,4.336808689942018e-19,16.000073959974337,7.440812291545277e-09,16.000005636627648,0.0,1763373154.7092261,0.006754418939943225,3.1430611352681636e-06,4.336808689942018e-19
1763373154.7596195,0.008443024991247737,3.1430611352681645e-06,0.003350408831953393,16.000076271224337,7.293695534578873e-09,16.000006043084724,0.0,1763373154.7592359,0.008443024991247737,3.1430611352681645e-06,0.0033504088319533934
1763373154.8126895,0.01106973077272971,1.1943632314018993e-05,0.003350408831953385,16.000078582452186,1.2862963958703073e-08,16.00000700301156,0.0,1763373154.812285,0.01106973077272971,1.1943632314018993e-05,0.0033504088319533856
1763373154.8595943,0.013696436554211683,2.0744203492769798e-05,0.0033504088319534046,16.000080893684615,1.7065504152258983e-08,16.000008370865665,0.0,1763373154.859226,0.013696436554211683,2.0744203492769798e-05,0.003350408831953405
1763373154.9096658,0.016698386018762508,3.080199912562792e-05,0.0033504088319534046,16.000083204923992,1.904552349066964e-08,16.00001044649481,0.0,1763373154.9092114,0.016698386018762508,3.080199912562792e-05,0.003350408831953405
1763373154.9597678,0.01951271364177891,4.023118253143241e-05,0.006700817663906812,16.000085516168113,1.968433161914174e-08,16.000012900225446,0.0,1763373154.959239,0.01951271364177891,4.023118253143241e-05,0.006700817663906811
1763373155.0097768,0.022514612559880607,6.0346660896091036e-05,0.006700817663906812,16.000087827376102,1.9934099662711706e-08,16.000016072521095,0.0,1763373155.0092185,0.022514612559880607,6.0346660896091036e-05,0.006700817663906811
1763373155.0597181,0.025516511477982305,8.046213926074966e-05,0.006700817663906812,16.000090138610403,1.6257688444731008e-08,16.000019830733372,0.0,1763373155.0592272,0.025516511477982305,8.046213926074966e-05,0.006700817663906811
1763373155.1097782,0.02833079171370265,9.932040022761714e-05,0.0033504088319533617,16.000092449863626,1.0133676534783179e-08,16.000023898064182,0.0,1763373155.1092234,0.02833079171370265,9.932040022761714e-05,0.003350408831953362
1763373155.1628263,0.03114511933671905,0.00010874958363342151,0.006700817663906855,16.000094761150212,8.301537956029925e-10,16.00002850371393,0.0,1763373155.15922,0.03114511933671905,0.00010874958363342151,0.006700817663906854
1763373155.163267,0.05496616072800812,0.004999865672337183,0.006701338958275284,0.0002249882710346221,1.4311270909697646e-06,4.497644978946273e-05,0.0,1763373155.2092185,0.033959399572439396,0.0001276078446002891,0.0033504088319534055
1763373155.2097888,0.05778044095389737,0.005018725400372487,0.0033509301263218365,0.00022729957365253688,1.449800435534496e-06,4.054311542355382e-05,0.0,1763373155.2592473,0.036773727195455796,0.0001370370280060936,0.006700817663906854
1763373155.210367,0.05654689982655562,0.008058829092826151,-0.05722168333768002,0.00011322055894214606,1.0572165441630976e-06,1.4594062573169432e-05,0.0,1763373155.309227,0.03958800743117614,0.0001558952889729612,0.0033504088319533626
1763373155.2599292,0.056468499645241824,0.008755862011281562,-0.0698446278508258,7.496622805970803e-05,-6.307557966622709e-07,9.105446852593066e-06,0.0,1763373155.3592176,0.04221471321265811,0.00016469586015171195,0.0033504088319533626
1763373155.2602904,0.059275981287825796,0.008559455021266324,-0.06649421901887233,7.723707196475267e-05,-1.0190812934131764e-06,8.57103500507781e-06,0.0,1763373155.4092443,0.04521666267720893,0.00017475365578456994,0.0033504088319534476
