time,x_odom,y_odom,theta_odom
1763621980.9361577,0.0,0.0,0.0
1763621980.9861598,0.0,0.0,0.0
1763621981.0361676,0.0,0.0,0.0
1763621981.0861568,0.0,0.0,0.0
1763621981.1361663,0.0,0.0,0.0
1763621981.1861584,0.0,0.0,0.0
1763621981.236153,0.0,0.0,0.0
1763621981.2861335,0.0,0.0,0.0
1763621981.3361278,0.0,0.0,0.0
1763621981.386133,0.0,0.0,0.0
1763621981.4361243,0.0,0.0,0.0
1763621981.4861302,0.0,0.0,0.0
1763621981.5361655,0.0,0.0,0.0
1763621981.5861614,0.0,0.0,0.0
1763621981.6361315,0.0,0.0,0.0
1763621981.6861236,0.0,0.0,0.0
1763621981.7361104,0.0,0.0,0.0
1763621981.7861025,0.0,0.0,0.0
1763621981.8361228,0.0,0.0,0.0
1763621981.886119,0.0,0.0,0.0
1763621981.9361222,0.0,0.0,0.0
1763621981.9861329,0.0,0.0,0.0
1763621982.0361176,0.0,0.0,0.0
1763621982.0861232,0.0,0.0,0.0
1763621982.1361287,0.0,0.0,0.0
1763621982.186133,0.0,0.0,0.0
1763621982.2361271,0.0,0.0,0.0
1763621982.286133,0.0,0.0,0.0
1763621982.3361304,0.0,0.0,0.0
1763621982.3861303,0.0,0.0,0.0
1763621982.4361334,0.0,0.0,0.0
1763621982.48612,0.0,0.0,0.0
1763621982.5361357,0.0,0.0,0.0
1763621982.5861626,0.0,0.0,0.0
1763621982.6361678,0.0,0.0,0.0
1763621982.6861658,0.0,0.0,0.0
1763621982.7361631,0.0,0.0,0.0
1763621982.7861588,0.0,0.0,0.0
1763621982.8361652,0.0,0.0,0.0
1763621982.8861651,0.0,0.0,0.0
1763621982.936164,0.0,0.0,0.0
1763621982.986162,0.0,0.0,0.0
1763621983.0361493,0.0,0.0,0.0
1763621983.0861948,0.0,0.0,0.0
1763621983.13619,0.0,0.0,0.0
1763621983.1861422,0.0,0.0,0.0
1763621983.2361593,0.0,0.0,0.0
1763621983.2861686,0.0,0.0,0.0
1763621983.33617,0.0,0.0,0.0
1763621983.3861818,0.0,0.0,0.0
1763621983.436165,0.0,0.0,0.0
1763621983.486314,0.005065818153913541,0.0,0.036854497151487406
1763621983.5361674,0.009940700874187244,0.00017974273745964664,0.07035858547102142
1763621983.5861561,0.014619668085716724,0.0005094925551176228,0.10721308262250881
1763621983.6361113,0.019656399226851584,0.0010515746341815831,0.14406757977399617
1763621983.6861584,0.024298378215832632,0.0017249988501643239,0.18092207692548368
1763621983.7361088,0.028912391975569527,0.0025690048535624253,0.21107575641306417
1763621983.786152,0.03368232104141647,0.003591044820922374,0.24457984473259828
1763621983.8361475,0.03805125891078508,0.004681428159147651,0.2780839330521321
1763621983.8862708,0.04274204946843973,0.006020559568797437,0.3115880213716662
