time,x_odom,y_odom,theta_odom
1763372149.0455942,0.0,0.0,0.0
1763372149.0956135,0.04146465970425528,0.0,0.003350408831953836
1763372149.145604,0.044278987327271674,9.429183405805692e-06,3.0184188481996443e-16
1763372149.195617,0.04709333074611253,9.42918340580654e-06,0.003350408831953836
1763372149.2456095,0.04990765836912894,1.8858366811612295e-05,-3.903127820947816e-17
1763372149.2957036,0.05272200178796978,1.8858366811612187e-05,0.003350408831953836
1763372149.3482807,0.05553632941098619,2.828755021741794e-05,-3.903127820947816e-17
1763372149.3956234,0.09512476016934757,2.8287550217416396e-05,0.0033504088319534875
1763372149.4456005,0.09793908779236396,3.771673362322111e-05,-4.683753385137379e-17
1763372149.4956064,0.10075343121120481,3.771673362322098e-05,0.0033504088319534875
1763372149.545618,0.1035677588342212,4.714591702902569e-05,-4.683753385137379e-17
1763372149.5956142,0.10638210225306205,4.714591702902556e-05,0.0033504088319534875
1763372149.645613,0.10919642987607844,5.657510043483027e-05,-4.683753385137379e-17
1763372149.695604,0.11219839618950869,5.657510043483013e-05,-4.683753385137379e-17
1763372149.745611,0.1512239582641019,5.65751004348283e-05,-4.683753385137379e-17
1763372149.795607,0.15403830168294275,5.657510043482817e-05,0.0033504088319538283
1763372149.8456137,0.15685262930595917,6.60042838406339e-05,-4.683753385137379e-17
1763372149.8982875,0.15966697272480002,6.600428384063376e-05,0.0033504088319534875
1763372149.945609,0.16248130034781644,7.543346724643854e-05,0.006700817663906681
1763372149.9956062,0.16529558058353674,9.42917282133055e-05,0.0033504088319534875
1763372150.0456066,0.16810990820655317,0.00010372091161911028,0.006700817663906681
1763372150.0956101,0.20732221282425659,0.0003664793477574585,0.0033504088319538357
1763372150.1456022,0.20994891860573855,0.00037527991893621045,0.0033504088319538357
1763372150.1956136,0.21295086807028937,0.00038533771456906985,0.0033504088319531544
1763372150.2456076,0.21576519569330582,0.00039476689797487383,-3.903127820947816e-17
1763372150.295612,0.21857953911214667,0.0003947668979748737,0.0033504088319531544
1763372150.345619,0.22158148857669746,0.00040482469360773096,0.0033504088319531544
1763372150.3957303,0.22439581619971383,0.00041425387701353466,-3.903127820947816e-17
1763372150.4456196,0.2645471156418434,0.0004142538770135331,-3.903127820947816e-17
1763372150.4956152,0.26717383616609486,0.000414253877013533,-3.903127820947816e-17
1763372150.545603,0.2699881795849357,0.0004142538770135329,0.003350408831953836
1763372150.59562,0.27261488536641765,0.00042305444819228485,0.003350408831953836
1763372150.645612,0.2756168348309685,0.0004331122438251444,0.003350408831953836
1763372150.6962912,0.27824354061245044,0.0004419128150038964,0.003350408831953836
1763372150.745605,0.2808702463939324,0.0004507133861826482,0.003350408831953155
